"Sample.name"	"Sample.GMme2"	"Sex"	"Biosample.ID"	"Population.code"	"Population.name"	"Superpopulation.code"	"Superpopulation.name"	"Population.elastic.ID"	"Data.collections"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"
"HG01770"	"HG01770"	"female"	"SAME124638"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG01770"	-0.0445388	-0.0128741	-0.0513868	-0.00589549	0.0211332	-0.000408747	-0.00360719	0.00757985	0.0143601	-0.00297821
"HG01774"	"HG01774"	"male"	"SAME124634"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG01774"	-0.0440164	-0.0145866	-0.0383243	0.00783967	0.012751	0.00657856	-0.000564403	-0.0138347	-0.017791	0.00577884
"HG01776"	"HG01776"	"female"	"SAME124632"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG01776"	-0.0470346	-0.00130277	-0.0393815	0.00608261	-0.00678176	0.00884767	0.0103142	-0.00801793	-0.0140511	-0.00419969
"HG01781"	"HG01781"	"male"	"SAME124921"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG01781"	-0.0454781	-0.0119628	-0.0406099	-0.00857952	0.00363892	0.00573454	0.00139023	0.00948464	0.011712	0.0172898
"HG01785"	"HG01785"	"male"	"SAME1839313"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG01785"	-0.047863	-0.00466305	-0.00681609	-0.000623975	0.00500992	-0.0097098	0.00940445	0.0032107	-0.0133789	0.00324553
"HG01789"	"HG01789"	"male"	"SAME124433"	"GBR"	"British"	"EUR"	"European Ancestry"	"GBR"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release,Geuvadis"	"HG01789"	-0.0470778	0.0091011	-0.00958328	-0.00184089	0.00509142	0.022089	0.0185627	-0.0158714	0.00742562	0.000670189
"HG02219"	"HG02219"	"male"	"SAME1839813"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02219"	-0.0435238	-0.0108711	-0.0408487	-0.00121422	0.00362769	0.0273537	-0.00739694	-0.000800688	0.0263708	0.0249499
"HG02221"	"HG02221"	"male"	"SAME123716"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02221"	-0.0449878	-0.0145724	-0.0642199	0.00768993	0.00424814	0.00686977	0.0144359	0.00323783	-0.0323861	-0.0142488
"HG02224"	"HG02224"	"male"	"SAME1839579"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02224"	-0.0461591	-0.0145038	-0.0490459	0.00424598	-0.00783471	-0.00231385	-0.0113512	0.0260123	0.00723948	0.000349383
"HG02229"	"HG02229"	"female"	"SAME1839649"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02229"	-0.0459002	0.00673333	-0.027002	0.00473635	0.00437314	-0.00122746	0.0089474	-0.023759	0.000836182	0.00359258
"HG02232"	"HG02232"	"female"	"SAME1839374"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02232"	-0.0458673	-0.0147533	-0.0561838	0.0052406	0.00990733	-0.00368403	0.0126672	0.00853833	0.0272584	0.00353612
"HG02236"	"HG02236"	"male"	"SAME123520"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02236"	-0.0462668	-0.0105703	-0.0486285	-0.00289754	0.00827065	-0.002597	0.0085595	0.0131777	0.00780332	-0.00707507
"HG02240"	"HG02240"	"female"	"SAME1839481"	"IBS"	"Iberian"	"EUR"	"European Ancestry"	"IBS"	"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02240"	-0.0461751	-0.00943459	-0.0642493	0.0056069	0.0141924	-0.0146673	-0.00187106	0.0213321	-0.0107331	0.0172028
"HG02466"	"HG02466"	"male"	"SAME1839970"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02466"	0.0466777	0.0843379	-0.0144994	-0.0799027	0.0099697	0.0183515	-0.021	-0.0237078	-0.169546	-0.0547402
"HG02563"	"HG02563"	"male"	"SAME1839824"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02563"	0.0474324	0.0665192	-0.0246492	-0.0506757	-0.0413941	-0.113462	-0.120062	-0.00248618	0.0398716	0.0202963
"HG02568"	"HG02568"	"female"	"SAME1839899"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02568"	0.042621	0.0813418	-0.0358554	-0.0290171	0.0281224	-0.0491265	-0.0437017	0.0766148	-0.039476	0.0909688
"HG02572"	"HG02572"	"male"	"SAME1839570"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02572"	0.0467737	0.0677104	-0.0211257	-0.0285723	0.0397844	-0.0948408	-0.0624646	0.0799282	0.0517496	0.0567518
"HG02582"	"HG02582"	"male"	"SAME1839431"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02582"	0.0462308	0.0676821	-0.0390338	-0.0346679	0.0905676	-0.0469111	-0.0764063	-0.0305692	0.142649	-0.0268225
"HG02587"	"HG02587"	"female"	"SAME1839409"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium 2"	"HG02587"	0.046703	0.0875649	-0.0180379	-0.0777545	0.107	0.0439535	-0.0484259	0.0102011	0.0315706	0.0465706
"HG02589"	"HG02589"	"female"	"SAME1839401"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02589"	0.0465078	0.0766669	-0.0331455	-0.025616	-0.0139174	-0.11227	0.03266	0.0277563	0.126756	0.0190698
"HG02595"	"HG02595"	"female"	"SAME1839204"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02595"	0.048968	0.0699119	-0.0100304	-0.061195	0.128666	-0.0342075	-0.0142935	0.0493101	-0.0379777	-0.0219248
"HG02612"	"HG02612"	"male"	"SAME1840394"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02612"	0.0494198	0.0959322	-0.0342059	-0.0292981	0.0141724	-0.066859	-0.152634	-0.100139	-0.0120052	0.000853055
"HG02613"	"HG02613"	"male"	"SAME1840390"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02613"	0.0456165	0.0660559	-0.0152116	-0.0488695	0.072562	-0.00543771	-0.0199691	0.0981666	0.0996908	0.0512544
"HG02622"	"HG02622"	"female"	"SAME1840185"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02622"	0.0466146	0.0715958	-0.0241931	-0.0811818	0.0321426	-0.00636371	0.00195788	-0.0692653	0.0259851	-0.0346334
"HG02625"	"HG02625"	"male"	"SAME1840257"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02625"	0.0478296	0.0873956	-0.0329514	-0.0579179	0.095994	0.042642	-0.100091	-0.0413626	-0.117144	0.0253847
"HG02642"	"HG02642"	"male"	"SAME1839792"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02642"	0.0481426	0.0730004	-0.0390516	-0.0554031	0.0981699	-0.0241096	0.104718	-0.00726588	0.038552	-0.0170151
"HG02646"	"HG02646"	"female"	"SAME1839770"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02646"	0.0482638	0.0875978	-0.0280989	-0.0892626	0.0534851	-0.0456317	-0.016341	-0.0836246	0.00812795	-0.0146096
"HG02666"	"HG02666"	"male"	"SAME1839386"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02666"	0.0496165	0.0868473	-0.0230787	-0.0689707	0.0682528	0.0249349	-0.0061359	0.0501015	0.0116593	0.0455224
"HG02680"	"HG02680"	"female"	"SAME1839308"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02680"	0.0469794	0.0656446	-0.036851	-0.0148125	0.0978216	-0.0954443	0.0320422	0.00228563	-0.0512103	0.00513589
"HG02704"	"HG02704"	"female"	"SAME1840134"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02704"	0.046396	0.0759313	-0.0289015	-0.0934866	0.128361	0.0650997	-0.0750496	-0.0245119	-0.0378037	-0.00186226
"HG02721"	"HG02721"	"male"	"SAME1839749"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02721"	0.0474855	0.0786499	-0.0230338	-0.0680474	0.0101341	-0.0546074	-0.0585346	0.0626408	0.0136971	-0.00989165
"HG02759"	"HG02759"	"male"	"SAME1839445"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02759"	0.0483316	0.0575193	-0.0101591	-0.0255646	0.140915	0.020606	0.00363372	-0.237381	0.131105	-0.0605689
"HG02762"	"HG02762"	"male"	"SAME1839258"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38"	"HG02762"	0.0485676	0.0563882	-0.0248908	-0.0723622	0.0464996	-0.0856435	-0.0153341	-0.0254838	0.00502846	0.0789547
"HG02770"	"HG02770"	"female"	"SAME1839049"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02770"	0.048513	0.0712384	-0.0113919	-0.0489783	0.00615199	0.0351923	0.00653129	-0.0996702	0.0587341	0.0288039
"HG02771"	"HG02771"	"male"	"SAME1839045"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02771"	0.0498685	0.0754057	-0.0137709	-0.0216671	0.0610669	0.00472335	-0.0884672	0.0278101	0.0317161	0.0561565
"HG02800"	"HG02800"	"male"	"SAME1840000"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02800"	0.046508	0.0463151	-0.0178356	-0.0600303	0.026392	0.00530849	0.0373703	0.0529817	0.052731	0.113762
"HG02806"	"HG02806"	"female"	"SAME1840079"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02806"	0.0495678	0.100238	-0.0350866	-0.083329	0.081904	-0.019653	0.0424325	-0.0502719	0.0719395	-0.0695407
"HG02809"	"HG02809"	"female"	"SAME1840067"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02809"	0.0476272	0.0785898	-0.0247893	-0.0498028	0.0654656	-0.0140383	0.0202064	-0.000579839	-0.10445	0.0663881
"HG02811"	"HG02811"	"female"	"SAME1839849"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02811"	0.0471285	0.0562137	-0.0251169	-0.0542679	0.0700719	-0.0178033	0.00412787	0.0147763	0.133253	-0.00514743
"HG02813"	"HG02813"	"male"	"SAME1839841"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02813"	0.0459248	0.0705702	-0.0257516	-0.0755982	0.0635356	-0.0199227	-0.0477061	0.025671	-0.0164305	-0.0733374
"HG02817"	"HG02817"	"female"	"SAME1839819"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02817"	0.046594	0.0656099	-0.0235849	-0.0567263	0.0136401	-0.0672542	-0.0301445	0.0359597	-0.0325246	-0.149031
"HG02819"	"HG02819"	"male"	"SAME1839804"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02819"	0.0485582	0.094388	-0.02035	-0.0751462	0.100287	0.0437392	-0.0245896	0.0134723	-0.109659	-0.0619951
"HG02836"	"HG02836"	"male"	"SAME1839428"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02836"	0.049129	0.0915586	-0.0279023	-0.0628594	0.0739839	0.0656095	0.0136483	0.0610665	-0.0815197	0.0121435
"HG02841"	"HG02841"	"female"	"SAME1839470"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02841"	0.043876	0.0673512	-0.0233485	-0.0492503	-0.0178296	-0.0313704	-0.0328605	0.0382159	-0.115051	0.0249662
"HG02852"	"HG02852"	"female"	"SAME1839346"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02852"	0.0469692	0.086826	-0.0335101	-0.0489284	0.051389	-0.00245175	-0.0139381	-0.0083528	-0.0179809	0.0422346
"HG02854"	"HG02854"	"male"	"SAME1839336"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02854"	0.0483677	0.0799361	-0.0290841	-0.0498408	-0.0561817	-0.0417757	-0.0467007	0.0525119	0.079738	-0.0828798
"HG02861"	"HG02861"	"female"	"SAME1839125"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02861"	0.0457757	0.080154	-0.0414787	-0.0950987	0.0817033	-0.0484817	0.00170748	0.0698203	0.00345839	0.015107
"HG02869"	"HG02869"	"male"	"SAME1839184"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38"	"HG02869"	0.0459193	0.0748178	-0.0222694	-0.0702561	0.0600293	-0.0890303	0.000385801	-0.0149501	0.0211414	-0.0982628
"HG02879"	"HG02879"	"female"	"SAME1840355"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02879"	0.0465971	0.077053	-0.0198887	-0.0529176	0.0142659	-0.103553	-0.00361301	0.0819449	0.0490567	0.00641703
"HG02883"	"HG02883"	"male"	"SAME1840164"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02883"	0.048121	0.0813607	-0.0175963	-0.0569116	-0.0212808	-0.0409782	0.0209432	0.0555202	-0.0235987	-0.0118062
"HG02884"	"HG02884"	"male"	"SAME1840161"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02884"	0.0461152	0.0658539	-0.0172611	-0.0443389	-0.0413469	-0.111652	-0.0914219	0.0688692	-0.021791	-0.0681997
"HG02887"	"HG02887"	"male"	"SAME1840147"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02887"	0.0492923	0.0817121	-0.0127783	-0.0748659	0.157076	-0.0517667	-0.0581869	0.00671456	-0.0471103	0.0703597
"HG02895"	"HG02895"	"male"	"SAME1839918"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02895"	0.0454901	0.094266	-0.0195804	-0.0941619	0.0912805	-0.0150555	0.0987646	-0.0289495	-0.117538	-0.0449051
"HG02938"	"HG02938"	"male"	"SAME1839284"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02938"	0.0498542	-0.0255085	-0.00122177	0.0968211	-0.0275457	-0.161907	-0.0133261	-0.183538	0.0332005	-0.0438081
"HG02947"	"HG02947"	"male"	"SAME1839061"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02947"	0.0500535	-0.0214403	0.0152717	0.0956996	0.0135999	-0.0525883	-0.0781331	-0.068595	0.0474281	-0.0451796
"HG02952"	"HG02952"	"female"	"SAME1840275"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02952"	0.0480386	-0.0259021	0.00805597	0.0759444	0.0546418	0.066507	-0.0835734	0.0372729	0.0854486	-0.0320426
"HG02965"	"HG02965"	"male"	"SAME1840116"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38"	"HG02965"	0.0513759	-0.0177649	0.00583679	0.105086	0.0283649	-0.00630393	-0.0397281	0.0670299	0.0466467	-0.106003
"HG02971"	"HG02971"	"male"	"SAME1840255"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02971"	0.0495948	-0.0183571	0.010249	0.0885362	0.0551189	0.0699919	-0.012742	-0.00535259	0.0312915	0.0413091
"HG02973"	"HG02973"	"male"	"SAME1840246"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02973"	0.047616	-0.0138821	0.0122708	0.0452374	0.0686866	0.0394754	-0.0234834	-0.030694	0.0307537	-0.0647057
"HG02977"	"HG02977"	"male"	"SAME1840221"	"ESN"	"Esan"	"AFR"	"African Ancestry"	"ESN"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG02977"	0.0505141	-0.0224453	0.0165179	0.10327	0.0134706	0.0343325	-0.0281144	-0.00141614	-0.00385678	-0.0158802
"HG02984"	"HG02984"	"male"	"SAME1840004"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG02984"	0.0473295	0.0772942	-0.024893	-0.070707	0.123231	-0.0311165	0.0326627	0.0136693	-0.0573438	-0.0458148
"HG03026"	"HG03026"	"female"	"SAME1839714"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG03026"	0.0468625	0.0726405	-0.023688	-0.0573482	-0.0141012	-0.110361	-0.0109664	-0.000286476	0.0972639	0.00492261
"HG03034"	"HG03034"	"female"	"SAME1839568"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38"	"HG03034"	0.047863	0.0674381	-0.0142397	-0.0594842	0.0012098	-0.0821009	-0.0174935	-0.0389236	-0.0430712	-0.0536124
"HG03040"	"HG03040"	"female"	"SAME1839611"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03040"	0.0466732	0.0407018	0.00640436	-0.0310437	0.0244856	0.00503833	-0.0684596	-0.0252994	0.146607	0.0458126
"HG03050"	"HG03050"	"male"	"SAME1839482"	"GWD"	"Gambian Mandinka"	"AFR"	"African Ancestry"	"GWD"	"1000 Genomes 30x on GRCh38"	"HG03050"	0.0475725	0.0818093	-0.0281748	-0.0816377	0.12956	-0.00987542	0.0169871	0.0170838	0.130805	0.0502713
"HG03056"	"HG03056"	"male"	"SAME1839518"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes 30x on GRCh38"	"HG03056"	0.0503747	0.0775868	-0.0122866	-0.0382099	-0.117876	0.0798685	-0.0058295	0.0269658	-0.0412642	-0.0182129
"HG03061"	"HG03061"	"female"	"SAME1839215"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03061"	0.0491441	0.0254209	-0.00541261	-0.0233925	-0.0893957	-0.0471102	0.106349	0.0189192	-0.0338696	-0.019809
"HG03065"	"HG03065"	"male"	"SAME1839318"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium 2"	"HG03065"	0.0487433	0.0492872	-0.00964913	-0.0182622	-0.114013	-0.00780647	0.00185874	-0.0242079	0.0774027	-0.0131942
"HG03066"	"HG03066"	"male"	"SAME1839324"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03066"	0.049413	0.0474879	-0.0321632	-0.0487505	-0.0652312	0.024148	0.0485337	-0.0198501	-0.119623	0.0675987
"HG03069"	"HG03069"	"male"	"SAME1839340"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03069"	0.0485726	0.0477151	-0.0211455	-0.0212091	-0.0784153	0.0131125	0.00414503	-0.0938067	-0.0607496	0.0386089
"HG03072"	"HG03072"	"male"	"SAME1839016"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03072"	0.0515177	0.0764506	-0.0194631	-0.0269803	-0.117616	-0.00910443	0.0236527	-0.0923057	0.0495646	0.0404344
"HG03074"	"HG03074"	"male"	"SAME1839029"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03074"	0.0507579	0.0481342	-0.00231845	0.00066134	-0.0796492	0.0174501	0.105488	0.00745302	-0.0726451	0.0407018
"HG03078"	"HG03078"	"male"	"SAME1839047"	"MSL"	"Mende,Mende"	"AFR"	"African Ancestry,Africa (SGDP)"	"MSL,MendeSGDP"	"1000 Genomes on GRCh38,Simons Genome Diversity Project,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03078"	0.0499796	0.0538406	-0.00123544	0.0145657	-0.125659	0.0323073	-0.0434499	0.0764695	0.00163652	-0.0283975
"HG03079"	"HG03079"	"female"	"SAME1839051"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03079"	0.0501426	0.0511399	0.000262658	0.0214307	-0.0204335	0.156938	0.115685	-0.0952221	0.0138665	-0.0668029
"HG03082"	"HG03082"	"female"	"SAME1840316"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03082"	0.0486795	0.0522839	-0.0190476	-0.0133278	-0.125041	0.0743814	-0.0207746	0.00117005	0.094813	-0.0164415
"HG03086"	"HG03086"	"female"	"SAME1840331"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03086"	0.0498444	0.0379917	0.00164442	-0.00805645	-0.0532434	0.123544	-0.0157025	0.0612604	-0.0321935	0.0491075
"HG03088"	"HG03088"	"female"	"SAME1840338"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03088"	0.0492208	0.0466618	-0.011873	-0.0175275	-0.0502906	-0.0536399	0.0875766	-0.0958597	-0.0320748	-0.00986153
"HG03091"	"HG03091"	"female"	"SAME1840360"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03091"	0.0506997	0.0533198	-0.0109177	0.0205675	-0.122453	-0.0394231	0.103053	-0.098119	-0.00845422	-0.0871852
"HG03095"	"HG03095"	"female"	"SAME1840374"	"MSL"	"Mende"	"AFR"	"African Ancestry"	"MSL"	"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release"	"HG03095"	0.0499629	0.037071	-0.00711734	-0.0121254	-0.0226006	0.0287977	0.00846383	0.0037268	-0.0345356	-0.0466696
