"V5"	"id"	"sig"	"V4"	"V1"	"V2"	"V3"	"med_fst"	"outlier"	"sig2"
"KMT2D"	7241	0	"ENSG00000167548"	"chr12"	49018975	49059774	0.15121094	0	0
"KMT2E"	68	11	"ENSG00000005483"	"chr7"	105014179	105114361	0.16863953	0	1
"KMT5A"	8638	0	"ENSG00000183955"	"chr12"	123383773	123409358	0.0528648544333333	0	0
"KMT5B"	2443	0	"ENSG00000110066"	"chr11"	68154863	68213828	0.067036861	0	0
"KMT5C"	4261	0	"ENSG00000133247"	"chr19"	55339853	55348120	0.0636355734615385	0	0
"KNOP1"	1883	0	"ENSG00000103550"	"chr16"	19701934	19718235	0.136181817166667	0	0
"KNSTRN"	3890	0	"ENSG00000128944"	"chr15"	40382721	40394246	0.0563221835294118	0	0
"KNTC1"	8675	0	"ENSG00000184445"	"chr12"	122527246	122626396	0.157543386666667	0	0
"KPNA1"	2767	0	"ENSG00000114030"	"chr3"	122421949	122514945	0.062782538875	0	0
"KPNA2"	8532	12	"ENSG00000182481"	"chr17"	68035519	68046842	0.112836133333333	0	1
"KPNA3"	1781	12	"ENSG00000102753"	"chr13"	49699307	49792921	0.08089445228	0	1
"KPNA4"	8862	0	"ENSG00000186432"	"chr3"	160494995	160565588	0.095860905	0	0
"KPNA5"	9169	0	"ENSG00000196911"	"chr6"	116681187	116741866	0.103177563636364	0	0
"KPNA6"	289	0	"ENSG00000025800"	"chr1"	32108038	32176568	0.093663602	0	0
"KPNB1"	2307	12	"ENSG00000108424"	"chr17"	47649476	47685505	0.0828129615714286	0	1
"KPTN"	3123	0	"ENSG00000118162"	"chr19"	47475144	47484268	0.110650090909091	0	0
"KRAS"	4290	0	"ENSG00000133703"	"chr12"	25204789	25250936	0.0462957329166667	0	0
"KRBA1"	4283	0	"ENSG00000133619"	"chr7"	149714781	149734575	0.151818668310345	0	0
"KRCC1"	7771	0	"ENSG00000172086"	"chr2"	88027205	88055729	0.146561364705882	0	0
"KRI1"	3915	12	"ENSG00000129347"	"chr19"	10553078	10566037	0.0477897483333333	0	1
"KRIT1"	13	0	"ENSG00000001631"	"chr7"	92198969	92246166	0.175263998	0	0
"KRR1"	2553	12	"ENSG00000111615"	"chr12"	75490861	75511636	0.0225909245454545	0	1
"KRT10"	8860	0	"ENSG00000186395"	"chr17"	40818117	40822595	0.069902891137931	0	0
"KRT7"	4477	0	"ENSG00000135480"	"chr12"	52232520	52252186	0.07761408240625	0	0
"KRTCAP2"	6673	8	"ENSG00000163463"	"chr1"	155169408	155173475	0.0618911145454545	0	1
"KSR1"	5089	0	"ENSG00000141068"	"chr17"	27456714	27626438	0.0864054616666667	0	0
"KTI12"	9464	0	"ENSG00000198841"	"chr1"	52032103	52033816	0.184866375	0	0
"KTN1"	3762	0	"ENSG00000126777"	"chr14"	55559072	55701526	0.0731826885789474	0	0
"KXD1"	2089	0	"ENSG00000105700"	"chr19"	18557762	18569387	0.11049165	0	0
"KYAT1"	7661	0	"ENSG00000171097"	"chr9"	128832942	128882494	0.0608233214444444	0	0
"KYAT3"	4784	12	"ENSG00000137944"	"chr1"	88935773	88992953	0.324667209302326	1	1
"KYNU"	2933	12	"ENSG00000115919"	"chr2"	142877498	143055832	0.148295759466667	0	1
"L2HGDH"	1164	0	"ENSG00000087299"	"chr14"	50237563	50312548	0.0216818288461538	0	0
"L3HYPDH"	3764	12	"ENSG00000126790"	"chr14"	59460363	59484430	0.100999696857143	0	1
"L3MBTL1"	8782	0	"ENSG00000185513"	"chr20"	43507680	43550950	0.122327608333333	0	0
"L3MBTL2"	1521	0	"ENSG00000100395"	"chr22"	41205205	41231271	0.0963508630952381	0	0
"L3MBTL3"	9500	0	"ENSG00000198945"	"chr6"	130013699	130141451	0.145902137391304	0	0
"LACC1"	8349	0	"ENSG00000179630"	"chr13"	43879284	43893932	0.0638380008387097	0	0
"LACTB"	1885	8	"ENSG00000103642"	"chr15"	63121800	63142061	0.0491363591	0	1
"LACTB2"	5605	0	"ENSG00000147592"	"chr8"	70635318	70669174	0.135203222857143	0	0
"LAG3"	1236	12	"ENSG00000089692"	"chr12"	6772512	6778455	0.148405454444444	0	1
"LAMA5"	4013	0	"ENSG00000130702"	"chr20"	62307955	62367312	0.079865686212766	0	0
"LAMB1"	1286	8	"ENSG00000091136"	"chr7"	107923799	108003255	0.0818328306666667	0	1
"LAMC1"	4521	8	"ENSG00000135862"	"chr1"	183023460	183145592	0.0809682645652174	0	1
"LAMP1"	8819	12	"ENSG00000185896"	"chr13"	113297241	113323672	0.22319246875	0	1
"LAMP3"	944	0	"ENSG00000078081"	"chr3"	183122213	183163839	0.0610595634	0	0
"LAMP5"	3694	0	"ENSG00000125869"	"chr20"	9514358	9530524	0.10107520825	0	0
"LAMTOR1"	5729	0	"ENSG00000149357"	"chr11"	72085895	72103387	0.104647564705882	0	0
"LAMTOR2"	2995	0	"ENSG00000116586"	"chr1"	156054752	156058510	0.17723975	0	0
"LAMTOR3"	2389	8	"ENSG00000109270"	"chr4"	99878336	99894490	0.14601164	0	1
"LAMTOR4"	8970	0	"ENSG00000188186"	"chr7"	100148907	100155944	0.0502682721666667	0	0
"LAMTOR5"	4338	8	"ENSG00000134248"	"chr1"	110401249	110407942	0.0530706913333333	0	1
"LANCL1"	2879	8	"ENSG00000115365"	"chr2"	210431249	210477652	0.1499621	0	1
"LANCL2"	4181	8	"ENSG00000132434"	"chr7"	55365448	55433742	0.0994075478823529	0	1
"LAP3"	16	12	"ENSG00000002549"	"chr4"	17577192	17607972	0.141845	0	1
"LAPTM4A"	715	12	"ENSG00000068697"	"chr2"	20032650	20052028	0.112436409090909	0	1
"LAPTM4B"	1924	12	"ENSG00000104341"	"chr8"	97775057	97853013	0.140051737142857	0	1
"LAPTM5"	6544	8	"ENSG00000162511"	"chr1"	30732469	30757820	0.100867619655172	0	1
"LARGE1"	4276	12	"ENSG00000133424"	"chr22"	33162226	33922841	0.05205199505	0	1
"LARP1"	6072	0	"ENSG00000155506"	"chr5"	154712902	154817607	0.100229447058824	0	0
"LARP1B"	4885	0	"ENSG00000138709"	"chr4"	128061268	128222931	0.0785920204	0	0
"LARP4"	6495	0	"ENSG00000161813"	"chr12"	50392383	50480004	0.1860307	0	0
"LARP4B"	2267	0	"ENSG00000107929"	"chr10"	806914	931705	0.101492653684211	0	0
"LARP7"	7991	0	"ENSG00000174720"	"chr4"	112636964	112657592	0.08126849	0	0
"LARS"	4292	0	"ENSG00000133706"	"chr5"	146113038	146182660	0.176091166270833	0	0
"LARS2"	186	12	"ENSG00000011376"	"chr3"	45388506	45549421	0.1215600965	0	1
"LASP1"	23	0	"ENSG00000002834"	"chr17"	38869859	38921770	0.0841668976	0	0
"LAT2"	1142	0	"ENSG00000086730"	"chr7"	74199652	74229834	0.14335909	0	0
"LATS1"	4059	0	"ENSG00000131023"	"chr6"	149658153	149718256	0.1030501606	0	0
"LATS2"	5776	11	"ENSG00000150457"	"chr13"	20973032	21061547	0.0905298305	0	1
"LAX1"	3411	12	"ENSG00000122188"	"chr1"	203765176	203776233	0.0445092772941176	0	1
"LBH"	9722	0	"ENSG00000213626"	"chr2"	30231531	30323730	0.133425319	0	0
"LBR"	5334	0	"ENSG00000143815"	"chr1"	225401502	225428925	0.081880892	0	0
"LCAT"	9707	0	"ENSG00000213398"	"chr16"	67939750	67944131	0.1814885	0	0
"LCK"	8554	12	"ENSG00000182866"	"chr1"	32251239	32286165	0.1131996468	0	1
"LCLAT1"	7851	12	"ENSG00000172954"	"chr2"	30447226	30644225	0.0298726711538462	0	1
"LCMT1"	9655	0	"ENSG00000205629"	"chr16"	25111729	25178231	0.0763606871428571	0	0
"LCMT2"	7414	0	"ENSG00000168806"	"chr15"	43323649	43330605	0.04131186	0	0
"LCOR"	9083	0	"ENSG00000196233"	"chr10"	96832282	96995959	0.16029024	0	0
"LCORL"	8250	0	"ENSG00000178177"	"chr4"	17841199	18021876	0.179220214230769	0	0
"LCP1"	4574	12	"ENSG00000136167"	"chr13"	46125920	46211871	0.1665872705	0	1
"LCP2"	392	8	"ENSG00000043462"	"chr5"	170246237	170298227	0.0619815510555556	0	1
"LDAH"	3171	8	"ENSG00000118961"	"chr2"	20684014	20823130	0.123232356	0	1
"LDB1"	9429	0	"ENSG00000198728"	"chr10"	102107560	102120453	0.0988519181818182	0	0
"LDHA"	4356	12	"ENSG00000134333"	"chr11"	18394388	18408425	0.154297210769231	0	1
"LDHB"	2574	12	"ENSG00000111716"	"chr12"	21635342	21757857	0.148543463636364	0	1
"LDLR"	3959	0	"ENSG00000130164"	"chr19"	11089362	11133816	0.0870845254545455	0	0
"LDLRAD4"	7396	0	"ENSG00000168675"	"chr18"	13217498	13652755	0.186862	0	0
"LDLRAP1"	6229	12	"ENSG00000157978"	"chr1"	25543580	25568886	0.162069117142857	0	1
"LEAP2"	6858	8	"ENSG00000164406"	"chr5"	132872322	132875046	0.11016976	0	1
"LEF1"	4901	0	"ENSG00000138795"	"chr4"	108047545	108168956	0.138803761111111	0	0
"LEMD2"	6499	0	"ENSG00000161904"	"chr6"	33771202	33789136	0.0979456936666667	0	0
"LEMD3"	7948	0	"ENSG00000174106"	"chr12"	65169571	65248327	0.102417532857143	0	0
"LENG1"	2073	0	"ENSG00000105617"	"chr19"	54155161	54159882	0.106998247222222	0	0
"LENG8"	7251	0	"ENSG00000167615"	"chr19"	54448887	54462037	0.0842473706296296	0	0
"LEO1"	7108	8	"ENSG00000166477"	"chr15"	51938025	51971806	0.0541854436	0	1
"LEPROT"	9721	11	"ENSG00000213625"	"chr1"	65420587	65436007	0.0226253700526316	0	1
"LEPROTL1"	1951	0	"ENSG00000104660"	"chr8"	30095398	30177208	0.128509556222222	0	0
"LETM1"	7435	8	"ENSG00000168924"	"chr4"	1811479	1856247	0.220570545454545	0	1
"LETMD1"	452	0	"ENSG00000050426"	"chr12"	51047962	51060424	0.106638328947368	0	0
"LGALS1"	1445	12	"ENSG00000100097"	"chr22"	37675608	37679806	0.0590278934782609	0	1
"LGALS14"	95	0	"ENSG00000006659"	"chr19"	39704306	39709444	0.144817687037037	0	0
"LGALS3"	4139	0	"ENSG00000131981"	"chr14"	55124110	55145413	0.13665150952381	0	0
"LGALS3BP"	2344	12	"ENSG00000108679"	"chr17"	78971238	78980109	0.140294744736842	0	1
"LGALS8"	3037	0	"ENSG00000116977"	"chr1"	236518000	236552981	0.112290290204082	0	0
"LGALS9"	7439	12	"ENSG00000168961"	"chr17"	27629798	27649560	0.0519625195454545	0	1
"LGALSL"	3251	12	"ENSG00000119862"	"chr2"	64453969	64461381	0.0570521484615385	0	1
"LGMN"	1564	11	"ENSG00000100600"	"chr14"	92703807	92748702	0.12703045	0	1
"LGR4"	9633	0	"ENSG00000205213"	"chr11"	27365961	27472775	0.14695896	0	0
"LHFPL2"	5464	0	"ENSG00000145685"	"chr5"	78485215	78770021	0.17231189	0	0
"LHPP"	2266	12	"ENSG00000107902"	"chr10"	124461834	124617888	0.216817253142857	0	1
"LIAS"	3393	0	"ENSG00000121897"	"chr4"	39458587	39485109	0.0994944146551724	0	0
"LIG1"	2059	0	"ENSG00000105486"	"chr19"	48115445	48170603	0.118087179693548	0	0
"LIG3"	54	0	"ENSG00000005156"	"chr17"	34980494	35009743	0.157354675	0	0
"LIG4"	7971	8	"ENSG00000174405"	"chr13"	108207439	108218368	0.0767760013043478	0	1
"LILRB1"	1997	12	"ENSG00000104972"	"chr19"	54617158	54637528	0.140494787727273	0	1
"LILRB4"	8895	12	"ENSG00000186818"	"chr19"	54643889	54670359	0.177409584418605	0	1
"LIMA1"	451	0	"ENSG00000050405"	"chr12"	50175788	50283546	0.0375685624285714	0	0
"LIMD1"	5411	0	"ENSG00000144791"	"chr3"	45555394	45686338	0.0573138813478261	0	0
"LIMD2"	4605	8	"ENSG00000136490"	"chr17"	63695902	63701172	0.16519757075	0	1
"LIMK1"	2190	0	"ENSG00000106683"	"chr7"	74082933	74122525	0.208919005	0	0
"LIMK2"	8537	8	"ENSG00000182541"	"chr22"	31212239	31280080	0.168443112	0	1
"LIMS1"	7533	0	"ENSG00000169756"	"chr2"	108534355	108687246	0.111265254236364	0	0
"LIN28A"	4132	0	"ENSG00000131914"	"chr1"	26410778	26429722	0.130816427142857	0	0
"LIN52"	9657	12	"ENSG00000205659"	"chr14"	74084796	74201235	0.0532765850625	0	1
"LIN54"	9057	11	"ENSG00000189308"	"chr4"	82909973	83012926	0.0457863683125	0	1
"LIN7A"	2512	11	"ENSG00000111052"	"chr12"	80792520	80937925	0.0749886306666667	0	1
"LIN7C"	5699	0	"ENSG00000148943"	"chr11"	27494576	27506773	0.1037731875	0	0
"LIN9"	8631	0	"ENSG00000183814"	"chr1"	226231149	226309869	0.0660335737	0	0
"LINC00116"	8076	0	"ENSG00000175701"	"chr2"	110211529	110245420	0.0762119	0	0
"LINS1"	5036	0	"ENSG00000140471"	"chr15"	100559369	100603230	0.0821748712222222	0	0
"LIPA"	2252	0	"ENSG00000107798"	"chr10"	89213569	89414557	0.139302202083333	0	0
"LIPH"	6751	0	"ENSG00000163898"	"chr3"	185506262	185552613	-0.000385852666666667	0	0
"LIPT1"	5364	0	"ENSG00000144182"	"chr2"	99154955	99163157	0.135896675	0	0
"LIPT2"	8061	12	"ENSG00000175536"	"chr11"	74491712	74493733	0.126632718292683	0	1
"LITAF"	9039	0	"ENSG00000189067"	"chr16"	11547722	11636381	0.136970174	0	0
"LIX1L"	10093	8	"ENSG00000271601"	"chr1"	145933423	145958001	0.175022538	0	1
"LLGL1"	4131	0	"ENSG00000131899"	"chr17"	18225587	18244875	0.0632295939705882	0	0
"LLGL2"	832	0	"ENSG00000073350"	"chr17"	75525080	75575208	0.0827050795	0	0
"LLPH"	4930	0	"ENSG00000139233"	"chr12"	66116555	66130768	0.0933796611111111	0	0
"LMAN1"	856	12	"ENSG00000074695"	"chr18"	59327823	59359962	0.095486387368421	0	1
"LMAN2"	7478	8	"ENSG00000169223"	"chr5"	177331562	177351852	0.175382825	0	1
"LMAN2L"	2833	0	"ENSG00000114988"	"chr2"	96705929	96740064	0.138462693846154	0	0
"LMBR1"	2128	0	"ENSG00000105983"	"chr7"	156668946	156893230	0.0321850037142857	0	0
"LMBR1L"	4965	12	"ENSG00000139636"	"chr12"	49096551	49110900	0.12450105	0	1
"LMBRD1"	7342	0	"ENSG00000168216"	"chr6"	69675802	69797111	0.119972565217391	0	0
"LMBRD2"	6823	0	"ENSG00000164187"	"chr5"	36098412	36151961	0.125382682222222	0	0
"LMCD1"	783	12	"ENSG00000071282"	"chr3"	8501707	8574673	0.06883336	0	1
"LMF1"	1841	0	"ENSG00000103227"	"chr16"	853634	981318	0.0896249931395349	0	0
"LMF2"	1478	9	"ENSG00000100258"	"chr22"	50502949	50507691	0.0881359533333333	0	1
"LMNA"	6439	12	"ENSG00000160789"	"chr1"	156082573	156140089	0.161014991666667	0	1
"LMNB1"	2717	0	"ENSG00000113368"	"chr5"	126776623	126837020	0.0547191533333333	0	0
"LMNB2"	8136	12	"ENSG00000176619"	"chr19"	2427638	2456996	0.119560679411765	0	1
"LMO2"	4457	0	"ENSG00000135363"	"chr11"	33858576	33892289	0.102409465	0	0
"LMO4"	5224	7	"ENSG00000143013"	"chr1"	87328468	87348923	0.09368036225	0	1
"LMO7"	4569	0	"ENSG00000136153"	"chr13"	75620434	75859870	0.122270522413793	0	0
"LMTK2"	6894	0	"ENSG00000164715"	"chr7"	98106885	98209633	0.053555334	0	0
"LNPEP"	2723	0	"ENSG00000113441"	"chr5"	96935394	97037515	0.0304958465757576	0	0
"LNX2"	4953	0	"ENSG00000139517"	"chr13"	27545911	27620404	0.12261917416129	0	0
"LONP1"	9098	12	"ENSG00000196365"	"chr19"	5691834	5720572	0.133949433333333	0	1
"LONP2"	1802	0	"ENSG00000102910"	"chr16"	48244296	48363122	0.0875881235714286	0	0
"LONRF1"	6008	0	"ENSG00000154359"	"chr8"	12721894	12756073	0.135118512758621	0	0
"LOXL3"	2874	12	"ENSG00000115318"	"chr2"	74532414	74555690	0.162380381111111	0	1
"LPAR2"	592	12	"ENSG00000064547"	"chr19"	19623668	19628930	0.0695232784615385	0	1
"LPAR5"	8684	11	"ENSG00000184574"	"chr12"	6618835	6636447	0.139606463157895	0	1
"LPAR6"	4973	12	"ENSG00000139679"	"chr13"	48389567	48444704	0.21620569	0	1
"LPCAT1"	5959	0	"ENSG00000153395"	"chr5"	1456480	1523977	0.0914108712533333	0	0
"LPCAT4"	8128	12	"ENSG00000176454"	"chr15"	34358618	34367278	0.109791966730769	0	1
"LPGAT1"	3513	8	"ENSG00000123684"	"chr1"	211743457	211830772	0.125042127272727	0	1
"LPIN1"	4353	12	"ENSG00000134324"	"chr2"	11677595	11827409	0.099064125	0	1
"LPIN2"	1700	0	"ENSG00000101577"	"chr18"	2916994	3013315	0.132983684814815	0	0
"LPXN"	2435	12	"ENSG00000110031"	"chr11"	58526871	58578220	0.08928165	0	1
"LRBA"	9406	12	"ENSG00000198589"	"chr4"	150264531	151015727	0.1255678775	0	1
"LRCH1"	4563	0	"ENSG00000136141"	"chr13"	46553168	46753040	0.117483854615385	0	0
"LRCH3"	8828	0	"ENSG00000186001"	"chr3"	197791226	197888436	0.124446268421053	0	0
"LRIF1"	3395	0	"ENSG00000121931"	"chr1"	110947185	110964079	0.111142271428571	0	0
"LRIG1"	5410	0	"ENSG00000144749"	"chr3"	66378797	66501263	0.149968882352941	0	0
"LRIG2"	9447	0	"ENSG00000198799"	"chr1"	113073209	113132260	0.154236088235294	0	0
"LRMP"	3136	12	"ENSG00000118308"	"chr12"	25004342	25108334	0.0804278306451613	0	1
"LRP10"	9233	8	"ENSG00000197324"	"chr14"	22871613	22881580	0.0444959003	0	1
"LRP2BP"	2417	11	"ENSG00000109771"	"chr4"	185363879	185395899	0.096009185	0	1
"LRP5"	6528	0	"ENSG00000162337"	"chr11"	68312609	68449275	0.066196499047619	0	0
"LRP5L"	1439	0	"ENSG00000100068"	"chr22"	25351418	25405377	0.163410832619048	0	0
"LRP6"	743	12	"ENSG00000070018"	"chr12"	12116025	12267012	0.14367434	0	1
"LRP8"	6181	8	"ENSG00000157193"	"chr1"	53242364	53328070	0.112471888095238	0	1
"LRPAP1"	6769	12	"ENSG00000163956"	"chr4"	3506376	3532559	0.0849044961764706	0	1
"LRPPRC"	4812	12	"ENSG00000138095"	"chr2"	43886508	43996005	0.0843178153777778	0	1
"LRR1"	6982	0	"ENSG00000165501"	"chr14"	49598697	49614672	0.0649823520333333	0	0
"LRRC1"	4711	12	"ENSG00000137269"	"chr6"	53794497	53924121	0.042963663875	0	1
"LRRC14"	6454	8	"ENSG00000160959"	"chr8"	144517992	144525178	0.084291512	0	1
"LRRC20"	7826	0	"ENSG00000172731"	"chr10"	70298970	70382650	0.0984743420689655	0	0
"LRRC23"	167	12	"ENSG00000010626"	"chr12"	6873569	6914243	0.181447110526316	0	1
"LRRC27"	5686	0	"ENSG00000148814"	"chr10"	132332154	132379918	0.0215211946666667	0	0
"LRRC28"	7430	0	"ENSG00000168904"	"chr15"	99251362	99390729	0.0330488639090909	0	0
"LRRC3"	6388	0	"ENSG00000160233"	"chr21"	44455486	44462196	0.105818505	0	0
"LRRC37B"	8740	0	"ENSG00000185158"	"chr17"	32007872	32053504	0.114913570588235	0	0
"LRRC40"	660	0	"ENSG00000066557"	"chr1"	70144805	70205620	0.005823561	0	0
"LRRC41"	4147	12	"ENSG00000132128"	"chr1"	46261196	46303608	0.0775661333333333	0	1
"LRRC42"	2967	0	"ENSG00000116212"	"chr1"	53946077	53968168	0.203418947777778	0	0
"LRRC45"	7520	0	"ENSG00000169683"	"chr17"	82023302	82031151	0.0752733426666667	0	0
"LRRC47"	4031	0	"ENSG00000130764"	"chr1"	3778558	3796504	0.133202270666667	0	0
"LRRC57"	8427	0	"ENSG00000180979"	"chr15"	42537820	42548802	0.146507955	0	0
"LRRC58"	6670	8	"ENSG00000163428"	"chr3"	120324509	120349339	0.139693386666667	0	1
"LRRC59"	2357	0	"ENSG00000108829"	"chr17"	50375059	50397553	0.106907359722222	0	0
"LRRC61"	3791	12	"ENSG00000127399"	"chr7"	150322639	150338150	0.0443799188461538	0	1
"LRRC69"	9780	8	"ENSG00000214954"	"chr8"	91101832	91219236	0.09288253125	0	1
"LRRC75A"	8449	0	"ENSG00000181350"	"chr17"	16441577	16492153	0.0826146453181818	0	0
"LRRC8A"	4638	0	"ENSG00000136802"	"chr9"	128882112	128918039	0.0608233214444444	0	0
"LRRC8B"	9212	0	"ENSG00000197147"	"chr1"	89524836	89597864	0.132904340888889	0	0
"LRRC8C"	7708	0	"ENSG00000171488"	"chr1"	89633072	89769903	0.1027442525	0	0
"LRRC8D"	7710	0	"ENSG00000171492"	"chr1"	89821014	89936611	0.115224149	0	0
"LRRCC1"	4294	0	"ENSG00000133739"	"chr8"	85107147	85146076	0.1749746	0	0
"LRRFIP1"	3609	12	"ENSG00000124831"	"chr2"	237627576	237813682	0.019906615147541	0	1
"LRRFIP2"	1336	0	"ENSG00000093167"	"chr3"	37052656	37183689	0.104655823913043	0	0
"LRRIQ3"	6556	12	"ENSG00000162620"	"chr1"	74026015	74198187	0.180336045	0	1
"LRRK1"	5999	0	"ENSG00000154237"	"chr15"	100919215	101078254	0.133179975045455	0	0
"LRRK2"	9025	0	"ENSG00000188906"	"chr12"	40196744	40369285	0.0605505027407407	0	0
"LRSAM1"	5658	0	"ENSG00000148356"	"chr9"	127451486	127503501	0.061423889047619	0	0
"LRTOMT"	8648	0	"ENSG00000184154"	"chr11"	72080331	72110782	0.113434507692308	0	0
"LRWD1"	6465	12	"ENSG00000161036"	"chr7"	102464929	102473168	0.0785265565945946	0	1
"LSG1"	381	0	"ENSG00000041802"	"chr3"	194640788	194672477	0.0923688845	0	0
"LSM1"	8044	12	"ENSG00000175324"	"chr8"	38163321	38176730	0.0448541542857143	0	1
"LSM10"	8475	0	"ENSG00000181817"	"chr1"	36391238	36397892	0.0275745732857143	0	0
"LSM11"	6091	8	"ENSG00000155858"	"chr5"	157743695	157760709	0.0330246496153846	0	1
"LSM12"	6489	8	"ENSG00000161654"	"chr17"	44034635	44067619	0.151872005555556	0	1
"LSM14A"	10035	0	"ENSG00000257103"	"chr19"	34172504	34229515	0.04725248	0	0
"LSM14B"	5750	0	"ENSG00000149657"	"chr20"	62122461	62135378	0.106337568	0	0
"LSM2"	9570	0	"ENSG00000204392"	"chr6"	31797396	31806984	0.126408483333333	0	0
"LSM3"	7643	0	"ENSG00000170860"	"chr3"	14178358	14201119	0.03761531	0	0
"LSM4"	3998	10	"ENSG00000130520"	"chr19"	18306230	18323274	0.0938536014	0	1
"LSM5"	2159	0	"ENSG00000106355"	"chr7"	32485332	32495283	0.065799134775	0	0
"LSM6"	6817	0	"ENSG00000164167"	"chr4"	146175685	146200000	0.0825813825806452	0	0
"LSM7"	3977	8	"ENSG00000130332"	"chr19"	2321517	2328620	0.125696011923077	0	1
"LSM8"	3861	12	"ENSG00000128534"	"chr7"	118184032	118192824	0.0705672653714286	0	1
"LSP1"	4006	9	"ENSG00000130592"	"chr11"	1852970	1892267	0.092894367245614	0	1
"LSR"	2088	0	"ENSG00000105699"	"chr19"	35248330	35267964	0.100167281358974	0	0
"LSS"	6393	0	"ENSG00000160285"	"chr21"	46188141	46228824	0.14173695862069	0	0
"LST1"	9584	0	"ENSG00000204482"	"chr6"	31586124	31588909	0.0344943106058824	0	0
"LTA"	9845	0	"ENSG00000226979"	"chr6"	31572054	31574324	0.0260091338636364	0	0
"LTA4H"	2514	0	"ENSG00000111144"	"chr12"	96000828	96043520	0.094895270376087	0	0
"LTB"	9851	0	"ENSG00000227507"	"chr6"	31580525	31582522	0.0291439425375	0	0
"LTB4R"	9736	0	"ENSG00000213903"	"chr14"	24311450	24318036	0.0669582093333333	0	0
"LTBP3"	7321	0	"ENSG00000168056"	"chr11"	65538805	65558930	0.0749205392307692	0	0
"LTBP4"	1245	12	"ENSG00000090006"	"chr19"	40592883	40629818	0.100589874636364	0	1
"LTN1"	9471	0	"ENSG00000198862"	"chr21"	28928144	28992956	0.0724289436363636	0	0
"LTV1"	4481	8	"ENSG00000135521"	"chr6"	143843344	143863812	0.0514590542	0	1
"LUC7L"	115	0	"ENSG00000007392"	"chr16"	188969	229463	0.0927116099166667	0	0
"LUC7L2"	5558	0	"ENSG00000146963"	"chr7"	139340359	139423457	0.080293052	0	0
"LUC7L3"	2359	8	"ENSG00000108848"	"chr17"	50719544	50756213	0.0481094970769231	0	1
"LUZP1"	7517	0	"ENSG00000169641"	"chr1"	23084023	23177808	0.0352509510526316	0	0
"LXN"	973	0	"ENSG00000079257"	"chr3"	158645822	158672693	0.100562631875	0	0
"LY6E"	6449	9	"ENSG00000160932"	"chr8"	143017982	143023832	0.113985435263158	0	1
"LY75"	481	11	"ENSG00000054219"	"chr2"	159803355	159904749	0.104807827368421	0	1
"LY86"	2684	8	"ENSG00000112799"	"chr6"	6588108	6654983	0.058568914	0	1
"LY9"	3414	11	"ENSG00000122224"	"chr1"	160796074	160828261	0.101895767705882	0	1
"LY96"	6018	0	"ENSG00000154589"	"chr8"	73991352	74029087	0.103676946527778	0	0
"LYAR"	5434	0	"ENSG00000145220"	"chr4"	4267701	4290169	0.142088726234043	0	0
"LYL1"	1985	0	"ENSG00000104903"	"chr19"	13099033	13103161	0.171567446153846	0	0
"LYN"	10004	0	"ENSG00000254087"	"chr8"	55879813	56014168	0.042465029252	0	0
"LYPD6B"	5780	12	"ENSG00000150556"	"chr2"	149038107	149215262	0.224008496969697	0	1
"LYPLA1"	3345	0	"ENSG00000120992"	"chr8"	54046367	54102017	0.1417638939375	0	0
"LYPLA2"	175	0	"ENSG00000011009"	"chr1"	23790970	23795539	0.136628	0	0
"LYPLAL1"	5263	0	"ENSG00000143353"	"chr1"	219173844	219212865	0.0706869632105263	0	0
"LYRM1"	1797	0	"ENSG00000102897"	"chr16"	20899868	20925006	0.117855696666667	0	0
"LYRM2"	1049	8	"ENSG00000083099"	"chr6"	89568144	89638753	0.0307169523529412	0	1
"LYRM4"	9757	11	"ENSG00000214113"	"chr6"	5102593	5260939	0.125878707058824	0	1
"LYRM7"	8885	12	"ENSG00000186687"	"chr5"	131170810	131205426	0.22452395625	0	1
"LYRM9"	9873	0	"ENSG00000232859"	"chr17"	27878314	27894752	0.1169634	0	0
"LYSMD1"	6635	12	"ENSG00000163155"	"chr1"	151159748	151165948	0.09997006	0	1
"LYSMD2"	5010	1	"ENSG00000140280"	"chr15"	51723011	51751585	0.0275221247857143	0	0
"LYSMD3"	8094	12	"ENSG00000176018"	"chr5"	90515611	90529584	0.0925172884210526	0	1
"LYSMD4"	8576	12	"ENSG00000183060"	"chr15"	99715697	99733561	0.0907688461111111	0	1
"LYST"	5315	8	"ENSG00000143669"	"chr1"	235661041	235883640	0.124126313809524	0	1
"LZIC"	6542	12	"ENSG00000162441"	"chr1"	9922113	9943407	0.0676761266666667	0	1
"LZTR1"	1420	11	"ENSG00000099949"	"chr22"	20979462	20999038	0.150931065958333	0	1
"LZTS2"	2254	0	"ENSG00000107816"	"chr10"	100996618	101007836	0.108667659047619	0	0
"M6PR"	25	0	"ENSG00000003056"	"chr12"	8940363	8949955	0.140437507470588	0	0
"MACC1"	8626	11	"ENSG00000183742"	"chr7"	20134655	20217404	0.0717990343636364	0	1
"MACF1"	3810	12	"ENSG00000127603"	"chr1"	39081316	39487177	0.0895436015384615	0	1
"MACROD1"	4268	0	"ENSG00000133315"	"chr11"	63998558	64166106	0.118242835	0	0
"MACROD2"	7786	0	"ENSG00000172264"	"chr20"	13995369	16053197	0.0378670325	0	0
"MAD1L1"	22	0	"ENSG00000002822"	"chr7"	1815793	2233243	0.0981377721428571	0	0
